source_directory,prong_L,prong_D,prong_S,handle_L,handle_D,transition_H,eigenfrequency_1
fork-pL51_3-pD5_6-pS14_6-hL56_7-hD11_9-tH12_5-845,51.25972803021143,5.638760378494897,14.598847166331279,56.725236279351186,11.86327807316334,12.542753155836346,589.301
fork-pL51_3-pD9_9-pS18_1-hL29_1-hD10_6-tH13_2-719,51.27256198886114,9.934399938203828,18.148827160966512,29.05173753821333,10.6130833468572,13.189140238995144,524.1044
fork-pL51_4-pD6_3-pS22_8-hL36_8-hD9_0-tH14_6-501,51.38687719794514,6.298139079802454,22.773489717407088,36.8422541756629,9.048596332215851,14.565356461311865,416.8123
fork-pL51_4-pD6_8-pS23_0-hL56_4-hD9_8-tH11_7-715,51.44235961638393,6.810970261540231,22.953646545184217,56.35622971240182,9.79016136734039,11.698839309373875,360.4881
fork-pL51_4-pD8_6-pS21_9-hL53_8-hD13_4-tH7_6-460,51.415324270785725,8.617853875635019,21.919506504917127,53.79502252556848,13.422634885690712,7.622946212813018,611.6837
fork-pL51_4-pD9_9-pS19_0-hL28_1-hD11_8-tH7_3-145,51.446749832400855,9.902427056263116,19.04028912627385,28.143937794110716,11.766114767670604,7.3462739240855965,702.7564
fork-pL51_5-pD8_3-pS24_6-hL27_5-hD7_1-tH12_7-253,51.50231076263554,8.332831745683432,24.597836117891944,27.529361496336826,7.054823035058076,12.728750013013947,285.5423
fork-pL51_5-pD9_3-pS24_2-hL32_1-hD6_4-tH10_3-630,51.4559173279872,9.32231044608258,24.17636152287406,32.14497312046252,6.408608116686571,10.299832972906259,205.7435
fork-pL51_6-pD6_6-pS23_8-hL52_1-hD6_5-tH8_9-193,51.6252906822355,6.583846955981795,23.81778028220243,52.13152577494234,6.519710649755415,8.895735288887337,208.3897
fork-pL51_7-pD5_3-pS17_2-hL53_9-hD10_2-tH5_4-051,51.65226641342625,5.342975413775563,17.231723596203675,53.90637600174883,10.195551506660921,5.392597264700738,548.2765
fork-pL51_7-pD9_6-pS15_3-hL42_3-hD10_0-tH10_3-546,51.65860873610338,9.629047680810302,15.297418200783898,42.29884653107407,10.007133989057394,10.27392466748556,409.7906
fork-pL51_8-pD5_5-pS18_9-hL53_8-hD10_4-tH10_0-824,51.79185261670233,5.469108859033018,18.866873125632342,53.7796844581821,10.447355274338085,10.011083981742157,511.2237
fork-pL51_8-pD5_6-pS20_2-hL45_7-hD7_0-tH9_5-179,51.848922472150896,5.556380486459903,20.235223868915547,45.7154418025201,6.968970567412828,9.513191590526043,304.9631
fork-pL51_8-pD7_5-pS22_6-hL34_6-hD9_6-tH14_0-461,51.843394281928965,7.524997720438526,22.562699902866434,34.56013673498168,9.593193073607496,13.979900163398554,445.8337
fork-pL51_8-pD8_2-pS18_9-hL20_6-hD7_0-tH9_1-508,51.791407618938024,8.182468085510138,18.945585941838342,20.55045234906878,7.048282127462182,9.09308293779411,392.8746
fork-pL51_9-pD5_1-pS24_7-hL36_8-hD10_0-tH13_1-283,51.93455763591298,5.0957520860915855,24.65602269734539,36.83948365053678,9.966146740677264,13.11859009412958,504.5043
fork-pL52_0-pD4_2-pS18_4-hL36_1-hD6_9-tH9_1-139,51.95098708434782,4.1734612552369255,18.39027015177008,36.123248410758144,6.8736136030901385,9.112729790746997,401.9547
fork-pL52_0-pD6_5-pS20_7-hL57_8-hD10_7-tH11_2-275,51.98429227951702,6.518812339970691,20.666319144987725,57.84596170635761,10.670937814497133,11.16387430013578,450.0476
fork-pL52_0-pD7_3-pS16_8-hL23_3-hD12_6-tH8_4-841,52.02378686230803,7.302215977321727,16.802690744933994,23.271462232780532,12.625852524600436,8.368440828121411,895.0638
fork-pL52_0-pD8_7-pS17_2-hL24_2-hD7_9-tH14_7-110,52.043836645317256,8.705764062051562,17.245079111328618,24.156511043842908,7.8913721973402975,14.696661414455596,372.0051
fork-pL52_0-pD9_5-pS24_5-hL57_7-hD7_9-tH14_0-037,52.00171298743129,9.496527816794432,24.514017352893195,57.68298720586579,7.860848923937214,14.004443072266689,178.537
fork-pL52_1-pD5_9-pS14_6-hL37_7-hD12_0-tH12_3-977,52.12298776257345,5.947551844555767,14.574569777730346,37.68207101354575,12.026049359199051,12.312794066039467,707.5936
fork-pL52_1-pD7_8-pS22_6-hL34_5-hD13_1-tH10_1-450,52.10316609671938,7.805704001935803,22.639593721060034,34.46105942728106,13.073776693360472,10.070321017544694,723.7468
fork-pL52_1-pD8_0-pS12_8-hL50_7-hD6_2-tH13_8-321,52.10087920322467,8.041788264006128,12.796976652046634,50.692305081892,6.150061300949179,13.768345375763927,161.1604
fork-pL52_1-pD8_2-pS19_0-hL38_9-hD14_3-tH11_5-034,52.096197509406096,8.196270282319396,18.973049494478648,38.93933907277989,14.289093823231893,11.486284775511699,782.9012
fork-pL52_1-pD8_5-pS18_3-hL34_0-hD7_1-tH9_3-578,52.118873678279236,8.46725142853536,18.335819584132558,34.0258808199267,7.080194323227671,9.25990771545266,277.7261
fork-pL52_1-pD8_6-pS18_1-hL26_4-hD6_6-tH12_3-343,52.14293989618682,8.608183175922962,18.115537847454863,26.390905075134317,6.5826319244233,12.3013274230791,267.4515
fork-pL52_2-pD5_8-pS20_6-hL23_9-hD14_1-tH11_4-313,52.212087103008614,5.813225825794119,20.642643580098838,23.90251718028503,14.137622575853802,11.443113126171935,769.36
fork-pL52_2-pD6_9-pS23_0-hL59_1-hD13_1-tH5_3-372,52.23136495873496,6.939483540372741,22.97174268789975,59.14097444789064,13.144495989648636,5.2560882183514925,614.6483
fork-pL52_2-pD8_0-pS16_2-hL38_9-hD14_4-tH6_4-437,52.22355392005946,7.976969196827749,16.158129135702602,38.923747765792726,14.443323125385751,6.414779707078566,901.1846
fork-pL52_3-pD5_2-pS24_6-hL44_1-hD6_7-tH12_1-107,52.27876611953921,5.178903585236254,24.63218591163344,44.1061747083434,6.6868174570533085,12.07814659773097,275.7637
fork-pL52_3-pD5_3-pS19_5-hL44_6-hD6_8-tH8_1-298,52.3398174868826,5.265855675374371,19.48965393834196,44.641615593472174,6.752753410258402,8.064399935546714,312.3691
fork-pL52_4-pD5_0-pS22_8-hL21_6-hD10_1-tH11_7-086,52.4402240668356,5.036342368187022,22.76531001891282,21.58690261447777,10.120825025869381,11.66703191981925,583.8394
fork-pL52_4-pD7_8-pS13_2-hL24_1-hD6_1-tH5_6-666,52.40046346078998,7.8077911347337485,13.176988331392216,24.055376483312397,6.123434899963442,5.60610576453603,331.8749
fork-pL52_6-pD8_0-pS12_3-hL55_2-hD11_6-tH8_7-269,52.60834713409758,7.952811326934706,12.296546177566194,55.22298122851918,11.597802119177153,8.731585612993625,520.088
fork-pL52_8-pD4_5-pS24_2-hL22_9-hD10_7-tH5_1-305,52.826000414148425,4.511076130286076,24.218078679858284,22.875842404236412,10.691429294024221,5.075406248675239,582.1061
fork-pL52_8-pD5_5-pS12_8-hL23_5-hD11_3-tH5_6-803,52.790539969411604,5.505065496976118,12.822164223386658,23.490973728499643,11.336479125229907,5.607503134720926,836.9407
fork-pL52_8-pD6_0-pS23_1-hL56_1-hD10_4-tH10_3-165,52.770049325156386,5.9746052341991165,23.07711388026903,56.13017845457485,10.402482151404971,10.277153672997004,446.8604
fork-pL52_8-pD7_3-pS16_8-hL47_4-hD11_5-tH8_5-195,52.8059144079967,7.286532031746009,16.762688525792026,47.36006973264598,11.542660061499994,8.5245750681897,585.3257
fork-pL52_8-pD9_4-pS19_5-hL23_9-hD6_4-tH9_8-988,52.78214639996688,9.362915428832961,19.508026989697772,23.910957754868765,6.423711110327798,9.838868051895792,261.8482
fork-pL52_9-pD5_0-pS16_7-hL24_5-hD7_1-tH12_2-814,52.863199727866004,5.033484551239453,16.680253352945723,24.48379802142445,7.064553766712116,12.243455058990616,440.0039
fork-pL52_9-pD5_7-pS23_0-hL26_8-hD8_0-tH13_5-935,52.91135472788046,5.724267374537384,22.987607646885532,26.802659237700286,7.9820006374729875,13.512411600803366,434.4179
fork-pL53_0-pD4_9-pS20_3-hL54_1-hD6_8-tH14_9-255,52.984078046044644,4.861226232662911,20.331326159391338,54.080483260535615,6.7619012151317825,14.876672120131712,253.4064
fork-pL53_0-pD6_7-pS21_3-hL43_2-hD9_0-tH10_5-498,53.043239394748824,6.697959848662459,21.29244523261632,43.164075840092465,9.045528902558024,10.473401302586211,409.1837
fork-pL53_1-pD6_5-pS12_6-hL28_8-hD12_5-tH8_5-908,53.140940277470406,6.459549408809532,12.615198040911595,28.77693381292852,12.473505559901955,8.522328455372339,816.4581
fork-pL53_1-pD6_5-pS16_2-hL31_7-hD10_7-tH12_8-667,53.08715650414514,6.530601983105852,16.188500406986115,31.72269971881473,10.651124465250586,12.77609360485331,617.0633
fork-pL53_2-pD6_5-pS19_2-hL51_1-hD9_9-tH8_0-637,53.18072927712221,6.471057932843556,19.20434000053666,51.09476658518363,9.864828306911797,7.957604124892782,455.7298
fork-pL53_3-pD7_0-pS15_5-hL53_7-hD14_1-tH6_5-007,53.26091365549637,6.964512595087593,15.542260455149693,53.70204351131405,14.090020429419674,6.50057871732697,749.954
fork-pL53_4-pD6_8-pS16_6-hL34_7-hD6_2-tH8_7-736,53.37165499047885,6.80214232938239,16.555576460415026,34.730772629961336,6.1976256114968855,8.735676416215854,263.4394
fork-pL53_4-pD7_3-pS15_8-hL51_6-hD12_9-tH7_8-886,53.431513715951574,7.288959016720356,15.839340042362302,51.59730520965125,12.878746396530756,7.840348708626469,657.1264
fork-pL53_4-pD8_5-pS19_6-hL34_8-hD7_7-tH11_4-730,53.36328711756652,8.477246516537548,19.58720576693107,34.82144134497081,7.665360809353219,11.410611818486776,294.6371
fork-pL53_5-pD5_7-pS14_5-hL28_9-hD6_5-tH9_2-847,53.5424370211645,5.705002984154433,14.484717027669722,28.857776473168176,6.4999333403834045,9.241499550312971,369.1708
fork-pL53_5-pD5_8-pS21_6-hL26_6-hD6_5-tH10_2-813,53.547340404807365,5.771216814283313,21.62076218718513,26.569649248179328,6.5145877672566295,10.220303983934347,348.5656
fork-pL53_5-pD6_6-pS24_4-hL49_0-hD12_6-tH9_5-629,53.50741478066006,6.647754537242551,24.433500082767253,49.047687198601,12.639565895889818,9.472841853538878,558.8437
fork-pL53_6-pD4_3-pS23_0-hL23_3-hD13_2-tH6_7-220,53.595154563374145,4.276383828072591,22.998790546757213,23.326376548060786,13.237445700347529,6.6956942683414375,575.4707
fork-pL53_6-pD7_5-pS12_3-hL26_6-hD11_7-tH8_8-446,53.58865108746796,7.4900011592121585,12.329279643088743,26.578315656605195,11.651837582303704,8.846339853786024,807.7356
fork-pL53_6-pD7_8-pS18_3-hL54_9-hD6_5-tH13_0-248,53.555871839126,7.8172510030047535,18.29296292059721,54.885260592265865,6.4644292385340565,13.020994315247107,161.6122
fork-pL53_7-pD8_5-pS23_3-hL28_3-hD7_4-tH14_9-093,53.70014107105885,8.512476992839568,23.276506086313415,28.320440825946484,7.435613126168128,14.85800505593373,285.0841
fork-pL53_8-pD4_3-pS15_8-hL43_4-hD6_4-tH6_3-608,53.77427742162187,4.325726733197973,15.755906478540382,43.417975938305226,6.365467107502428,6.327399555587213,340.4922
fork-pL53_8-pD7_5-pS21_4-hL50_2-hD10_8-tH9_7-990,53.811105746882355,7.493739126042354,21.392637817505637,50.18268237191167,10.808892459784222,9.748332536417447,455.8833
fork-pL53_8-pD8_4-pS21_9-hL46_4-hD6_5-tH7_6-958,53.779566681142676,8.350147959900347,21.856443170211733,46.44044488369002,6.490734770917761,7.5815377030376245,183.3572
fork-pL53_8-pD8_7-pS22_1-hL50_2-hD10_3-tH9_3-178,53.76416060712072,8.744169890351479,22.071368593703074,50.201952722162275,10.339189421651948,9.301645759471556,382.303
fork-pL53_9-pD9_6-pS13_0-hL32_4-hD10_2-tH5_2-134,53.91654053966354,9.633550905146423,13.038196891237323,32.36872569588052,10.173494136908607,5.232687882027119,552.6474
fork-pL54_1-pD6_1-pS16_7-hL50_1-hD13_4-tH13_6-040,54.09613522767642,6.0617611793625485,16.688126111601278,50.072648965955175,13.41414897748368,13.553396680759569,648.1843
fork-pL54_1-pD9_3-pS16_9-hL48_0-hD8_7-tH13_7-778,54.078426050591275,9.296032082593532,16.938484601066364,48.01585016081293,8.739414197806612,13.697143620576355,255.3357
fork-pL54_1-pD9_4-pS17_6-hL54_9-hD10_9-tH11_3-828,54.055091818364964,9.443128834813377,17.618597362328188,54.863344669501956,10.888897996936548,11.26935499048831,366.7144
fork-pL54_2-pD4_2-pS16_5-hL30_7-hD11_1-tH6_5-944,54.19463190869095,4.218380025791933,16.502778116874055,30.66691902526436,11.105943473229502,6.532740332346323,596.7256
fork-pL54_2-pD7_4-pS18_4-hL37_0-hD6_2-tH5_9-742,54.177312251652346,7.351783363007371,18.35976715645109,37.0282164546155,6.217772496963353,5.896236401692179,239.7548
fork-pL54_3-pD9_5-pS12_2-hL46_7-hD11_2-tH14_9-950,54.27326366982522,9.498014477512415,12.233490319691004,46.72449284069757,11.171391973307195,14.873598914094336,427.9932
fork-pL54_4-pD4_4-pS20_9-hL42_5-hD9_4-tH11_3-880,54.40417039164929,4.406122213322883,20.92976317382019,42.53388994277591,9.390870049542158,11.336285902241665,458.1587
fork-pL54_4-pD6_2-pS20_9-hL31_0-hD8_5-tH9_1-806,54.41083478075173,6.21170734536319,20.875348713165213,31.034688214238855,8.527232325270846,9.08189696179444,467.7608
fork-pL54_9-pD9_6-pS15_0-hL25_7-hD7_2-tH11_9-159,54.8791075749265,9.568323322837934,15.037443909565187,25.67401819106503,7.183265719455178,11.924822687929185,292.4222
fork-pL55_1-pD5_1-pS17_7-hL56_4-hD13_6-tH11_6-672,55.07335786950984,5.065530905286174,17.685787769728915,56.39944378689586,13.582115032721688,11.612160537320168,600.0768
fork-pL55_2-pD6_9-pS19_6-hL23_5-hD10_6-tH13_7-923,55.15179067406953,6.893659248030664,19.577366384366115,23.493668758711422,10.604910164183297,13.70541859078609,602.4632
fork-pL55_3-pD5_3-pS14_9-hL55_1-hD9_9-tH9_6-550,55.316540731653916,5.309624257599585,14.922930082906461,55.105013500716495,9.922649873520918,9.648484306368632,449.7254
fork-pL55_4-pD6_9-pS12_8-hL47_5-hD7_2-tH7_7-740,55.393272408133754,6.863608247001108,12.791434552290704,47.487722215427844,7.176810344034318,7.654889468739529,275.7634
fork-pL55_4-pD8_0-pS12_9-hL53_7-hD11_9-tH6_1-925,55.448255097244136,8.020783581337586,12.916643119103774,53.682132643462296,11.90480611297888,6.102393579265781,548.2521
fork-pL55_4-pD8_7-pS14_0-hL32_2-hD12_1-tH12_5-263,55.36786701786789,8.708350425833569,14.03695348658056,32.191775219859096,12.096776488082297,12.45947538595885,647.4309
fork-pL55_5-pD8_3-pS14_7-hL33_8-hD12_1-tH14_5-081,55.50164556154548,8.333974551207392,14.739072977463007,33.76623210350505,12.097814518819618,14.488217838489465,620.7755
fork-pL55_5-pD8_7-pS13_9-hL26_6-hD6_7-tH10_7-895,55.502511767757824,8.6905562485285,13.926781374874606,26.625975025751856,6.677264153272081,10.734877613720483,279.1946
fork-pL55_6-pD4_4-pS19_0-hL34_2-hD8_2-tH7_6-301,55.590693382611924,4.357979236645249,19.029700231815507,34.20137923783776,8.236005140130764,7.561973672572235,461.3903
fork-pL55_6-pD4_6-pS15_3-hL39_5-hD12_5-tH12_9-213,55.58847168493382,4.633814456387299,15.261361179772052,39.5147551169304,12.503567488258222,12.882821180343413,601.2514
fork-pL55_6-pD5_0-pS22_5-hL52_3-hD10_8-tH13_7-441,55.56226116421937,4.959601080001226,22.52498009567814,52.281726022642296,10.80521549007682,13.67155864670272,455.819
fork-pL55_6-pD5_4-pS24_3-hL56_5-hD14_2-tH14_4-189,55.57859385860114,5.425501425092949,24.32590975180536,56.50192349567651,14.199317344647687,14.395441451029933,548.4234
fork-pL55_6-pD6_6-pS20_2-hL39_4-hD14_4-tH12_2-526,55.608308911533356,6.5688126624043806,20.22796382057179,39.434004225275544,14.436986314827086,12.184913788820255,703.3839
fork-pL55_6-pD8_7-pS22_4-hL48_3-hD9_6-tH11_8-153,55.60158459606953,8.653890495661152,22.372050653602574,48.34888749955229,9.591079601927989,11.820402928685935,323.4097
fork-pL55_6-pD9_7-pS20_8-hL26_7-hD14_5-tH8_1-503,55.62414539435718,9.675864165211603,20.800635625307308,26.74184357251533,14.539542218343177,8.143323007896639,860.1596
fork-pL55_7-pD6_2-pS13_6-hL32_0-hD6_4-tH12_1-960,55.664613815364476,6.242771325018678,13.620443802045608,31.962880821002866,6.358756573790144,12.057445818348215,288.3841
fork-pL55_7-pD9_9-pS13_8-hL33_0-hD10_9-tH8_4-151,55.74267606322134,9.907703706231818,13.812085300295465,32.99120965079713,10.854083599959084,8.402999295948312,542.9956
fork-pL55_8-pD5_4-pS14_4-hL53_2-hD13_0-tH12_9-648,55.82951927241746,5.408441513611318,14.356781085091345,53.24592168244982,13.00539068192301,12.851811069456565,616.0337
fork-pL55_8-pD8_6-pS12_5-hL28_4-hD12_3-tH6_1-469,55.820801797926464,8.551632482968724,12.52649172451893,28.372341960071182,12.337103268111287,6.088322196675825,813.8224
fork-pL55_8-pD9_9-pS13_4-hL30_2-hD8_7-tH11_5-421,55.78351659003397,9.946485440945231,13.411985466403053,30.214186903480968,8.746800287007687,11.525893891570119,365.7589
fork-pL55_9-pD8_6-pS17_9-hL29_2-hD13_5-tH7_9-349,55.869841371523464,8.647357412475339,17.930605006985378,29.160479959359478,13.505748598402555,7.893563013161787,809.3588
fork-pL56_0-pD7_3-pS20_4-hL30_2-hD14_8-tH11_1-638,55.953705661358825,7.305913748369223,20.39724098753861,30.17567531557117,14.782871144716307,11.145799843923216,782.9631
fork-pL56_1-pD5_5-pS25_0-hL38_5-hD13_9-tH5_7-436,56.095011436437474,5.455559704110311,24.953896731608395,38.453385765729536,13.867930914033732,5.7393492702914175,620.0322
fork-pL56_1-pD7_4-pS19_5-hL34_9-hD9_5-tH5_7-954,56.056272580703094,7.442848142025229,19.52882122848681,34.85942071027331,9.478538813262741,5.672272680550781,495.776
fork-pL56_2-pD4_8-pS13_8-hL44_8-hD8_1-tH14_8-972,56.170496229198285,4.788817804448877,13.75467156042818,44.842586493288415,8.09104358408749,14.84786706777394,380.6432
fork-pL56_3-pD7_0-pS19_6-hL31_4-hD10_0-tH9_1-174,56.29912298439157,6.993315528653475,19.563285926897336,31.356182396962662,10.035803604385652,9.108909727093137,541.99
fork-pL56_5-pD6_5-pS15_3-hL31_7-hD13_6-tH8_0-332,56.479296441921555,6.547200486531919,15.344426109389115,31.743369709134253,13.64036536714972,7.966031576422577,792.0974
fork-pL56_7-pD4_4-pS16_2-hL42_5-hD14_3-tH8_9-244,56.70513798309478,4.360619111789559,16.186173567383573,42.50331406337217,14.341012678405301,8.874592111169317,598.2072
fork-pL56_7-pD4_7-pS15_7-hL41_6-hD7_8-tH8_2-456,56.749123189680866,4.725661968538547,15.70571396965297,41.63218343992799,7.7844897408301055,8.151798298661461,408.2127
fork-pL56_7-pD7_4-pS16_7-hL36_2-hD8_7-tH11_7-270,56.66657231725393,7.4408285882766565,16.711956935129333,36.19911689165893,8.680786747084829,11.696902878071413,380.7182
fork-pL56_7-pD8_7-pS15_7-hL59_3-hD7_4-tH5_2-878,56.71696550233392,8.650842875430081,15.740419641126714,59.32986120288208,7.3671990544453045,5.150358506075113,192.2309
fork-pL56_8-pD4_1-pS18_6-hL53_3-hD12_7-tH11_7-126,56.82736851869802,4.1180071523303186,18.554927586178497,53.252824024369964,12.660618032241112,11.660600600097215,499.7037
fork-pL56_8-pD7_5-pS16_7-hL59_7-hD13_6-tH13_1-757,56.761276547349176,7.481652466367859,16.716950763516532,59.65885708431254,13.63449988692193,13.068408190140355,555.901
fork-pL56_8-pD8_3-pS20_5-hL23_7-hD12_2-tH14_3-235,56.75517148929654,8.297305096268879,20.488845737511124,23.742393731871342,12.15878554711258,14.272830242954452,645.2836
fork-pL56_9-pD4_0-pS24_5-hL24_8-hD14_7-tH9_1-639,56.9317513568857,4.015503600541466,24.518567661082788,24.7735918199762,14.707245750568356,9.125772024939378,479.8631
fork-pL57_0-pD4_6-pS22_8-hL40_1-hD9_8-tH8_4-274,56.985346503851936,4.636980297447384,22.810295906823946,40.110110892683814,9.818096712525335,8.394119699772718,462.7556
fork-pL57_1-pD7_8-pS19_0-hL43_3-hD9_1-tH14_3-401,57.103833397744964,7.782815911302675,19.044393707852088,43.339272924826716,9.079967693266939,14.319311875403626,315.1983
fork-pL57_2-pD4_4-pS20_6-hL39_8-hD13_3-tH6_5-054,57.16396525421921,4.384913178977371,20.649921895338334,39.81852285302091,13.309182609602905,6.519796155694019,545.5301
fork-pL57_3-pD5_9-pS21_0-hL55_0-hD6_5-tH12_3-900,57.32996798260653,5.901355760164548,20.965591192670495,55.046867563761865,6.501343946552512,12.280524650818796,193.9302
fork-pL57_3-pD6_8-pS23_6-hL39_2-hD10_3-tH10_6-065,57.32315698680461,6.761401183929119,23.61538102600155,39.19751679708146,10.330720044036172,10.638572390803036,469.8196
fork-pL57_5-pD8_6-pS12_3-hL59_4-hD12_2-tH7_7-576,57.51948100083077,8.631620005251236,12.308887673951945,59.4457668432146,12.165853163305814,7.686619668856696,474.2673
fork-pL57_5-pD9_3-pS19_3-hL21_2-hD7_6-tH7_6-909,57.48527984955168,9.313742359587252,19.29865550559865,21.230978151352307,7.632925344000546,7.640307038926428,341.6519
fork-pL57_7-pD4_0-pS13_6-hL44_6-hD13_2-tH7_9-625,57.6544614427531,4.0407782021544865,13.5767000210134,44.644348060834716,13.153492375494617,7.90947994006917,568.3177
fork-pL57_7-pD4_4-pS17_3-hL53_8-hD11_9-tH10_6-511,57.72046271792279,4.372223208549754,17.340316969554756,53.770095081940454,11.876042760002539,10.580786241211227,504.0784
fork-pL57_7-pD5_9-pS20_6-hL51_2-hD9_7-tH8_3-405,57.70508944517846,5.906066641393334,20.6051737504758,51.16663319098557,9.702392095538396,8.333709248515285,419.4199
fork-pL57_8-pD7_3-pS25_0-hL56_2-hD10_0-tH13_7-258,57.827415596794594,7.277440562624277,24.951978127017263,56.17923451858607,10.039503196550406,13.653015310710465,324.7437
fork-pL57_8-pD9_7-pS21_0-hL59_6-hD10_7-tH11_6-350,57.83248066919721,9.695055732806589,21.002631682242324,59.58462997665836,10.731414769098837,11.594469943476998,296.9278
